model-id,language,repository,task,score,coverage,files-executed,files-executed-maximum-reachable,generate-tests-for-file-character-count,processing-time,response-character-count,response-no-error,response-no-excess,response-with-code,tests-passing
openrouter/fireworks/firellava-13b,java,java/transpile,transpile-symflower-fix,147,0,3,5,2101,10043,2172,5,4,5,130
openrouter/fireworks/firellava-13b,java,java/transpile,transpile-symflower-fix,147,0,3,5,2108,11007,2740,5,4,5,130
openrouter/fireworks/firellava-13b,java,java/transpile,transpile-symflower-fix,148,0,3,5,2021,10868,2086,5,5,5,130
openrouter/fireworks/firellava-13b,java,java/transpile,transpile-symflower-fix,199,0,4,5,1861,9771,1927,5,5,5,180
openrouter/fireworks/firellava-13b,java,java/transpile,transpile-symflower-fix,199,0,4,5,2030,9646,2092,5,5,5,180
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests,756,670,19,23,22045,98835,22348,23,22,22,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests,769,680,20,23,22857,100088,23163,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests,810,720,21,23,21403,96613,21706,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests,911,820,22,23,23220,101084,23529,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests,911,820,22,23,24880,121047,25187,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests-symflower-fix,817,730,20,23,22045,99178,22348,23,22,22,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests-symflower-fix,871,780,22,23,21403,96910,21706,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests-symflower-fix,881,790,22,23,22857,100562,23163,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests-symflower-fix,911,820,22,23,23220,101084,23529,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/light,write-tests-symflower-fix,911,820,22,23,24880,121047,25187,23,23,23,0
openrouter/google/gemini-flash-1.5,golang,golang/mistakes,code-repair,150,130,5,5,638,6783,708,5,5,5,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests,14,10,1,1,74,1256,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests,14,10,1,1,74,1263,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests,14,10,1,1,74,1300,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests,14,10,1,1,74,1320,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests,14,10,1,1,74,812,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,1256,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,1263,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,1300,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,1320,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,812,88,1,1,1,0
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile,239,0,4,5,1303,11093,1353,5,5,5,220
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,10432,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,11014,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,8748,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,9309,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1303,11335,1353,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,10432,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,11014,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,8748,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,9309,1367,5,5,5,270
openrouter/google/gemini-flash-1.5,java,java/light,write-tests,1015,940,6,23,26294,87573,26571,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests,1025,950,6,23,27887,89746,28163,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests,743,670,4,23,25808,86953,26084,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests,743,670,4,23,27090,86530,27366,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests,884,810,5,23,26954,92783,27230,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests-symflower-fix,1015,940,6,23,26294,87573,26571,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests-symflower-fix,1025,950,6,23,27887,89746,28163,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests-symflower-fix,743,670,4,23,25808,86953,26084,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests-symflower-fix,743,670,4,23,27090,86530,27366,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/light,write-tests-symflower-fix,884,810,5,23,26954,92783,27230,23,23,23,0
openrouter/google/gemini-flash-1.5,java,java/mistakes,code-repair,400,380,5,5,943,10082,1003,5,5,5,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests,14,10,1,1,184,1658,196,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests,3,0,0,1,114,1356,126,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests,3,0,0,1,165,1523,177,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests,3,0,0,1,165,1531,177,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests,3,0,0,1,165,3188,177,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests-symflower-fix,14,10,1,1,184,1658,196,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,114,1356,126,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,165,1523,177,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,165,1531,177,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,165,3188,177,1,1,1,0
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile,230,0,5,5,1529,10270,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile,230,0,5,5,1529,10457,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile,230,0,5,5,1529,10945,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile,230,0,5,5,1529,11135,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile,230,0,5,5,1529,11787,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile-symflower-fix,230,0,5,5,1529,10270,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile-symflower-fix,230,0,5,5,1529,10457,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile-symflower-fix,230,0,5,5,1529,10945,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile-symflower-fix,230,0,5,5,1529,11135,1589,5,5,5,210
openrouter/google/gemini-flash-1.5,java,java/transpile,transpile-symflower-fix,230,0,5,5,1529,11787,1589,5,5,5,210
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests,859,770,20,23,18108,216707,18430,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests,860,770,21,23,17964,199402,18286,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests,860,770,21,23,18040,226052,18362,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests,860,770,21,23,19225,214689,19556,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests,921,830,22,23,18465,227611,18788,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests-symflower-fix,860,770,21,23,18040,226052,18362,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests-symflower-fix,911,820,22,23,19225,215028,19556,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests-symflower-fix,920,830,21,23,18108,217204,18430,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests-symflower-fix,921,830,22,23,17964,199627,18286,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/light,write-tests-symflower-fix,921,830,22,23,18465,227611,18788,23,23,23,0
openrouter/google/gemini-pro-1.5,golang,golang/mistakes,code-repair,150,130,5,5,638,16477,708,5,5,5,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests,14,10,1,1,74,2190,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests,14,10,1,1,74,2264,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests,14,10,1,1,74,2298,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests,14,10,1,1,74,2414,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests,14,10,1,1,74,8004,89,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,2190,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,2264,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,2298,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,2414,88,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,8004,89,1,1,1,0
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,18536,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,18605,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,19824,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,19906,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile,290,0,5,5,1317,22310,1368,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,18536,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,18605,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,19824,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,19906,1367,5,5,5,270
openrouter/google/gemini-pro-1.5,golang,golang/transpile,transpile-symflower-fix,290,0,5,5,1317,22310,1368,5,5,5,270
openrouter/google/gemini-pro-1.5,java,java/light,write-tests,1104,1030,7,23,19894,187041,20162,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests,1164,1090,7,23,20369,197620,20637,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests,1184,1110,7,23,20203,175089,20471,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests,683,610,4,23,20689,189508,20965,23,23,23,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests,912,840,5,23,21557,177829,21824,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests-symflower-fix,1104,1030,7,23,19894,187041,20162,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests-symflower-fix,1164,1090,7,23,20369,197620,20637,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests-symflower-fix,1184,1110,7,23,20203,175089,20471,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests-symflower-fix,683,610,4,23,20689,189508,20965,23,23,23,0
openrouter/google/gemini-pro-1.5,java,java/light,write-tests-symflower-fix,912,840,5,23,21557,177829,21824,23,22,22,0
openrouter/google/gemini-pro-1.5,java,java/mistakes,code-repair,410,390,5,5,948,17072,1008,5,5,5,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests,14,10,1,1,184,8511,196,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests,3,0,0,1,141,3351,153,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests,3,0,0,1,164,2977,176,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests,3,0,0,1,173,6003,185,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests,3,0,0,1,258,3997,270,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests-symflower-fix,14,10,1,1,184,8511,196,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,141,3351,153,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,164,2977,176,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,173,6003,185,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/plain,write-tests-symflower-fix,3,0,0,1,258,3997,270,1,1,1,0
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile,240,0,5,5,1579,21634,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile,240,0,5,5,1579,21718,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile,240,0,5,5,1579,23705,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile,240,0,5,5,1579,23788,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile,240,0,5,5,1579,35443,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile-symflower-fix,240,0,5,5,1579,21634,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile-symflower-fix,240,0,5,5,1579,21718,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile-symflower-fix,240,0,5,5,1579,23705,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile-symflower-fix,240,0,5,5,1579,23788,1639,5,5,5,220
openrouter/google/gemini-pro-1.5,java,java/transpile,transpile-symflower-fix,240,0,5,5,1579,35443,1639,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests,666,580,17,23,18070,129568,18430,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests,687,600,18,23,18348,133690,18697,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests,697,610,19,23,19071,135324,19437,23,22,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests,728,640,19,23,19462,136840,19816,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests,799,710,20,23,17883,128140,18245,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests-symflower-fix,789,700,20,23,18348,134483,18697,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests-symflower-fix,830,740,22,23,19071,136092,19437,23,22,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests-symflower-fix,860,770,21,23,19462,137294,19816,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests-symflower-fix,880,790,21,23,18070,130983,18430,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/light,write-tests-symflower-fix,952,860,23,23,17883,129343,18245,23,23,23,0
openrouter/google/gemma-2-27b-it,golang,golang/mistakes,code-repair,150,130,5,5,645,7045,722,5,5,5,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests,14,10,1,1,74,1000,88,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests,14,10,1,1,74,1016,90,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests,14,10,1,1,74,969,90,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests,14,10,1,1,74,972,88,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests,14,10,1,1,74,995,91,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,1000,88,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,1016,90,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,969,90,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,972,88,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/plain,write-tests-symflower-fix,14,10,1,1,74,995,91,1,1,1,0
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile,239,0,4,5,1302,11233,1362,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile,239,0,4,5,1323,11490,1387,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile,239,0,4,5,1323,11644,1386,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile,239,0,4,5,1323,12221,1384,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile,239,0,4,5,1323,12717,1387,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile-symflower-fix,239,0,4,5,1323,11490,1387,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile-symflower-fix,239,0,4,5,1323,11644,1386,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile-symflower-fix,239,0,4,5,1323,12221,1384,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile-symflower-fix,239,0,4,5,1323,12717,1387,5,5,5,220
openrouter/google/gemma-2-27b-it,golang,golang/transpile,transpile-symflower-fix,270,0,5,5,1302,11459,1362,5,5,5,250
openrouter/google/gemma-2-27b-it,java,java/light,write-tests,1976,1890,17,23,22901,125544,23223,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests,2066,1980,17,23,20564,111799,20880,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests,2076,1990,17,23,20784,113986,21108,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests,2133,2050,16,23,22788,123172,23107,23,22,22,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests,2287,2200,18,23,21599,122479,21922,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests-symflower-fix,1976,1890,17,23,22901,125544,23223,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests-symflower-fix,2066,1980,17,23,20564,111799,20880,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests-symflower-fix,2076,1990,17,23,20784,113986,21108,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests-symflower-fix,2133,2050,16,23,22788,123172,23107,23,22,22,0
openrouter/google/gemma-2-27b-it,java,java/light,write-tests-symflower-fix,2287,2200,18,23,21599,122479,21922,23,23,23,0
openrouter/google/gemma-2-27b-it,java,java/mistakes,code-repair,400,380,5,5,942,9405,1006,5,5,5,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests,14,10,1,1,184,1426,196,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests,14,10,1,1,186,1469,200,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests,14,10,1,1,187,1452,201,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests,14,10,1,1,188,1443,200,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests,14,10,1,1,188,1963,200,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,184,1426,196,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,186,1469,200,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,187,1452,201,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,188,1443,200,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,188,1963,200,1,1,1,0
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile,240,0,5,5,1587,12740,1656,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile,240,0,5,5,1695,12909,1765,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile,240,0,5,5,1702,12956,1770,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile,240,0,5,5,1702,13039,1770,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile,240,0,5,5,1825,13774,1895,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile-symflower-fix,240,0,5,5,1587,12740,1656,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile-symflower-fix,240,0,5,5,1695,12909,1765,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile-symflower-fix,240,0,5,5,1702,12956,1770,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile-symflower-fix,240,0,5,5,1702,13039,1770,5,5,5,220
openrouter/google/gemma-2-27b-it,java,java/transpile,transpile-symflower-fix,240,0,5,5,1825,13774,1895,5,5,5,220
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests,1,0,0,1,90,1651,93,1,0,0,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests,3,0,0,1,117,4657,133,1,1,1,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests,3,0,0,1,147,1689,161,1,1,1,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests,3,0,0,1,147,1757,161,1,1,1,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests,3,0,0,1,79,1193,95,1,1,1,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests-symflower-fix,1,0,0,1,90,1651,93,1,0,0,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests-symflower-fix,3,0,0,1,117,4657,133,1,1,1,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests-symflower-fix,3,0,0,1,147,1689,161,1,1,1,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests-symflower-fix,3,0,0,1,147,1757,161,1,1,1,0
openrouter/google/gemma-2-9b-it,golang,golang/plain,write-tests-symflower-fix,3,0,0,1,79,1193,95,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests,1031,960,10,23,13745,114550,14057,23,19,19,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests,1275,1210,10,23,18030,247835,18289,23,16,16,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests,1518,1440,13,23,20636,174382,20939,23,21,21,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests,1567,1490,12,23,18564,126770,18849,23,21,21,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests,987,920,8,23,18805,184365,19089,23,18,18,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests-symflower-fix,1031,960,10,23,13745,114550,14057,23,19,19,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests-symflower-fix,1275,1210,10,23,18030,247835,18289,23,16,16,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests-symflower-fix,1518,1440,13,23,20636,174382,20939,23,21,21,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests-symflower-fix,1567,1490,12,23,18564,126770,18849,23,21,21,0
openrouter/google/gemma-2-9b-it,java,java/light,write-tests-symflower-fix,987,920,8,23,18805,184365,19089,23,18,18,0
openrouter/google/gemma-2-9b-it,java,java/mistakes,code-repair,181,170,2,5,405,7718,447,5,2,2,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests,14,10,1,1,183,1229,195,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests,14,10,1,1,183,1753,195,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests,14,10,1,1,187,1817,199,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests,14,10,1,1,187,2013,199,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests,14,10,1,1,190,2167,203,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,183,1229,195,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,183,1753,195,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,187,1817,199,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,187,2013,199,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/plain,write-tests-symflower-fix,14,10,1,1,190,2167,203,1,1,1,0
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile,146,0,3,5,1279,13351,1375,5,4,4,130
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile,146,0,3,5,2175,18907,2227,5,4,4,130
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile,199,0,4,5,1455,14628,1534,5,5,5,180
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile,93,0,2,5,1151,12121,1199,5,3,3,80
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile,93,0,2,5,1449,10650,1497,5,3,3,80
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile-symflower-fix,146,0,3,5,1279,13351,1375,5,4,4,130
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile-symflower-fix,146,0,3,5,2175,18907,2227,5,4,4,130
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile-symflower-fix,199,0,4,5,1455,14628,1534,5,5,5,180
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile-symflower-fix,93,0,2,5,1151,12121,1199,5,3,3,80
openrouter/google/gemma-2-9b-it,java,java/transpile,transpile-symflower-fix,93,0,2,5,1449,10650,1497,5,3,3,80
openrouter/google/gemma-7b-it,golang,golang/plain,write-tests,2,0,0,1,44,1109,332,1,0,1,0
openrouter/google/gemma-7b-it,golang,golang/plain,write-tests,3,0,0,1,187,1866,199,1,1,1,0
openrouter/google/gemma-7b-it,golang,golang/plain,write-tests,3,0,0,1,189,1936,199,1,1,1,0
openrouter/google/gemma-7b-it,golang,golang/plain,write-tests,3,0,0,1,199,1713,211,1,1,1,0
openrouter/google/gemma-7b-it,golang,golang/plain,write-tests,3,0,0,1,306,1940,316,1,1,1,0
openrouter/google/gemma-7b-it,golang,golang/plain,write-tests-symflower-fix,2,0,0,1,44,1109,332,1,0,1,0
